category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity,source_file,race_no_num,race_id
Ａ級チャレンジ準決勝,F2,,84.0,3,7.0,捲り,火島　裕輝,愛　媛,5.0,差し,西島　貢司,熊　本,1.0,,中園　朋亨,福　岡,7-5,"3,680円",(11),20240323,3R,武雄,7-5-1,"11,940円",(30),keirin_results_20240223_20240331.csv,3,84_20240323_03
Ａ級チャレンジ準決勝,F2,,84.0,3,5.0,差し,安本　昇平,山　口,2.0,逃げ,野上　竜太,岡　山,7.0,,山元　大夢,石　川,5-2,220円,(1),20240323,4R,武雄,5-2-7,690円,(1),keirin_results_20240223_20240331.csv,4,84_20240323_04
Ａ級チャレンジ準決勝,F2,,84.0,3,7.0,差し,船倉　卓郎,長　崎,2.0,逃げ,佐藤　壮志,熊　本,5.0,,富永　昌久,佐　賀,7-2,640円,(2),20240323,5R,武雄,7-2-5,"1,120円",(3),keirin_results_20240223_20240331.csv,5,84_20240323_05
Ａ級一般,F2,,84.0,3,2.0,捲り,松永　真太,福　岡,7.0,マーク,瓦田　勝也,福　岡,1.0,,若林　耕司,群　馬,2-7,920円,(2),20240323,6R,武雄,2-7-1,"3,760円",(6),keirin_results_20240223_20240331.csv,6,84_20240323_06
Ａ級一般,F2,,84.0,3,7.0,逃げ,神開　一輝,福　岡,4.0,マーク,川島　勝,長　崎,3.0,,日浅　保幸,岡　山,7-4,420円,(2),20240323,7R,武雄,7-4-3,"2,220円",(5),keirin_results_20240223_20240331.csv,7,84_20240323_07
Ａ級選抜,F2,,84.0,3,5.0,差し,鈴木雄一朗,東　京,4.0,捲り,多田　晃紀,岡　山,3.0,,太田　真一,埼　玉,5-4,"5,630円",(21),20240323,8R,武雄,5-4-3,"23,890円",(77),keirin_results_20240223_20240331.csv,8,84_20240323_08
Ａ級選抜,F2,,84.0,3,2.0,差し,野口　正則,奈　良,4.0,マーク,鮒田　博文,三　重,5.0,,眞砂　英作,香　川,2-4,"1,720円",(8),20240323,9R,武雄,2-4-5,"5,830円",(19),keirin_results_20240223_20240331.csv,9,84_20240323_09
Ａ級準決勝,F2,,84.0,3,6.0,逃げ,梶原　海斗,福　岡,2.0,マーク,小酒　大勇,宮　崎,5.0,,中村　一将,兵　庫,6-2,210円,(1),20240323,10R,武雄,6-2-5,570円,(1),keirin_results_20240223_20240331.csv,10,84_20240323_10
Ａ級準決勝,F2,,84.0,3,7.0,捲り,溝口　葵,三　重,5.0,差し,落合　達彦,静　岡,4.0,,西田　大志,福　岡,7-5,740円,(3),20240323,11R,武雄,7-5-4,"5,540円",(15),keirin_results_20240223_20240331.csv,11,84_20240323_11
Ａ級準決勝,F2,,84.0,3,1.0,差し,佐藤　健太,福　岡,6.0,マーク,三槻　智清,佐　賀,4.0,,高橋綜一郎,大　分,1-6,"2,580円",(11),20240323,12R,武雄,1-6-4,"8,730円",(35),keirin_results_20240223_20240331.csv,12,84_20240323_12
Ａ級チャレンジ一般,F2,,84.0,3,2.0,逃げ,友永　龍介,山　口,4.0,マーク,對馬　太陽,神奈川,1.0,,小林　覚,神奈川,2-4,550円,(3),20240324,1R,武雄,2-4-1,"1,260円",(5),keirin_results_20240223_20240331.csv,1,84_20240324_01
Ａ級チャレンジ一般,F2,,84.0,3,5.0,逃げ,野見　泰要,岡　山,4.0,マーク,樋口　奨平,富　山,3.0,,大林　亮介,香　川,5-4,830円,(3),20240324,2R,武雄,5-4-3,"2,000円",(5),keirin_results_20240223_20240331.csv,2,84_20240324_02
Ａ級チャレンジ選抜,F2,,84.0,3,5.0,差し,山中　貴雄,愛　知,2.0,差し,中園　朋亨,福　岡,3.0,,千澤　大輔,青　森,5-2,"2,550円",(9),20240324,3R,武雄,5-2-3,"9,770円",(26),keirin_results_20240223_20240331.csv,3,84_20240324_03
Ａ級チャレンジ選抜,F2,,84.0,3,4.0,差し,富永　昌久,佐　賀,1.0,捲り,真崎　章徳,佐　賀,3.0,,富澤　洋祐,静　岡,4-1,560円,(2),20240324,4R,武雄,4-1-3,"1,010円",(2),keirin_results_20240223_20240331.csv,4,84_20240324_04
Ａ級一般,F2,,84.0,3,5.0,捲り,八嶋　稔真,北海道,7.0,差し,鳥越　靖弘,愛　知,3.0,,丹波　靖貴,岡　山,5-7,520円,(1),20240324,5R,武雄,5-7-3,"1,110円",(1),keirin_results_20240223_20240331.csv,5,84_20240324_05
Ａ級一般,F2,,84.0,3,5.0,逃げ,添田　龍児,神奈川,3.0,マーク,若林　耕司,群　馬,2.0,,下沖　功児,宮　崎,5-3,270円,(1),20240324,6R,武雄,5-3-2,"1,040円",(3),keirin_results_20240223_20240331.csv,6,84_20240324_06
Ａ級一般,F2,,84.0,3,2.0,差し,宮内　善光,群　馬,7.0,マーク,日浅　保幸,岡　山,1.0,,利根　正明,大　分,2-7,"21,900円",(33),20240324,7R,武雄,2-7-1,"88,860円",(120),keirin_results_20240223_20240331.csv,7,84_20240324_07
Ａ級特選,F2,,84.0,3,5.0,捲り,藤井　將,広　島,1.0,マーク,土岐　幹多,岐　阜,7.0,,山田　晃久,石　川,5-1,760円,(2),20240324,8R,武雄,5-1-7,"1,580円",(1),keirin_results_20240223_20240331.csv,8,84_20240324_08
Ａ級特選,F2,,84.0,3,2.0,差し,宮崎　康司,香　川,5.0,差し,小竹　洋平,福　岡,1.0,,高橋綜一郎,大　分,2-5,"1,940円",(9),20240324,9R,武雄,2-5-1,"7,820円",(28),keirin_results_20240223_20240331.csv,9,84_20240324_09
Ａ級特選,F2,,84.0,3,2.0,捲り,多田　晃紀,岡　山,1.0,マーク,伊豆田浩人,神奈川,4.0,,泉谷　直哉,兵　庫,2-1,"3,320円",(16),20240324,10R,武雄,2-1-4,"16,230円",(69),keirin_results_20240223_20240331.csv,10,84_20240324_10
Ａ級チャレンジ決勝,F2,,84.0,3,1.0,逃げ,佐藤　壮志,熊　本,3.0,マーク,野上　竜太,岡　山,2.0,,火島　裕輝,愛　媛,1-3,"1,510円",(5),20240324,11R,武雄,1-3-2,"5,250円",(18),keirin_results_20240223_20240331.csv,11,84_20240324_11
Ａ級決勝,F2,,84.0,3,3.0,捲り,梶原　海斗,福　岡,7.0,マーク,佐藤　健太,福　岡,4.0,,中村　一将,兵　庫,3-7,270円,(1),20240324,12R,武雄,3-7-4,"2,960円",(6),keirin_results_20240223_20240331.csv,12,84_20240324_12
Ｓ級一次予選,G3,,84.0,1,1.0,逃げ,後藤　大輝,福　岡,9.0,マーク,山口　敦也,佐　賀,3.0,,佐々木堅次,福　島,1-9,470円,(2),20240328,1R,武雄,1-9-3,"1,310円",(4),keirin_results_20240223_20240331.csv,1,84_20240328_01
Ｓ級一次予選,G3,,84.0,1,3.0,差し,清水　剛志,福　井,7.0,捲り,纐纈　洸翔,愛　知,5.0,,真船圭一郎,福　島,3-7,390円,(1),20240328,2R,武雄,3-7-5,"2,660円",(6),keirin_results_20240223_20240331.csv,2,84_20240328_02
Ｓ級一次予選,G3,,84.0,1,7.0,逃げ,立部　楓真,佐　賀,2.0,マーク,中村　圭志,熊　本,6.0,,仁藤　秀,静　岡,7-2,680円,(2),20240328,3R,武雄,7-2-6,"10,500円",(29),keirin_results_20240223_20240331.csv,3,84_20240328_03
Ｓ級一次予選,G3,,84.0,1,4.0,差し,山本　巨樹,大　阪,7.0,逃げ,中釜　章成,大　阪,5.0,,朝倉　佳弘,東　京,4-7,"5,370円",(17),20240328,4R,武雄,4-7-5,"31,750円",(86),keirin_results_20240223_20240331.csv,4,84_20240328_04
Ｓ級一次予選,G3,,84.0,1,2.0,差し,兼本　将太,熊　本,7.0,捲り,中井　俊亮,奈　良,4.0,,森山　智徳,熊　本,2-7,"3,120円",(13),20240328,5R,武雄,2-7-4,"11,370円",(38),keirin_results_20240223_20240331.csv,5,84_20240328_05
Ｓ級一次予選,G3,,84.0,1,1.0,捲り,林　慶次郎,福　岡,4.0,差し,松永　将,茨　城,3.0,,星野　洋輝,福　島,1-4,"5,800円",(16),20240328,6R,武雄,1-4-3,"77,960円",(140),keirin_results_20240223_20240331.csv,6,84_20240328_06
Ｓ級一次予選,G3,,84.0,1,7.0,捲り,堀内　俊介,神奈川,2.0,マーク,中田　雄喜,福　島,,,,,7-2,300円,(1),20240328,7R,武雄,7-2-4,"3,550円",(18),keirin_results_20240223_20240331.csv,7,84_20240328_07
Ｓ級一次予選,G3,,84.0,1,1.0,差し,稲吉　悠大,福　岡,9.0,差し,須永　優太,福　島,7.0,,吉田　昌司,茨　城,1-9,"5,300円",(19),20240328,8R,武雄,1-9-7,"75,910円",(209),keirin_results_20240223_20240331.csv,8,84_20240328_08
Ｓ級一次予選,G3,,84.0,1,1.0,差し,櫻井　正孝,宮　城,9.0,マーク,菅原　大也,神奈川,7.0,,菊池　岳仁,長　野,1-9,"2,170円",(7),20240328,9R,武雄,1-9-7,"3,930円",(13),keirin_results_20240223_20240331.csv,9,84_20240328_09
Ｓ級一次予選,G3,,84.0,1,7.0,逃げ,松岡　辰泰,熊　本,5.0,差し,志村　龍己,山　梨,4.0,,青井　賢治,徳　島,7-5,"4,070円",(14),20240328,10R,武雄,7-5-4,"71,860円",(130),keirin_results_20240223_20240331.csv,10,84_20240328_10
Ｓ級一次予選,G3,,84.0,1,1.0,差し,横山　尚則,茨　城,2.0,捲り,伊藤　裕貴,三　重,5.0,,高橋　晋也,福　島,1-2,"1,860円",(4),20240328,11R,武雄,1-2-5,"3,010円",(7),keirin_results_20240223_20240331.csv,11,84_20240328_11
Ｓ級初日特選,G3,,84.0,1,9.0,逃げ,町田　太我,広　島,5.0,マーク,小倉　竜二,徳　島,7.0,,佐々木　龍,神奈川,9-5,"1,020円",(2),20240328,12R,武雄,9-5-7,"12,680円",(49),keirin_results_20240223_20240331.csv,12,84_20240328_12
Ｓ級選抜,G3,,84.0,1,2.0,捲り,畝木　努,岡　山,7.0,マーク,黒田　淳,岡　山,9.0,,溪　飛雄馬,愛　媛,2-7,530円,(2),20240329,1R,武雄,2-7-9,"1,350円",(2),keirin_results_20240223_20240331.csv,1,84_20240329_01
Ｓ級選抜,G3,,84.0,1,9.0,捲り,鈴木　輝大,東　京,1.0,マーク,山下　渡,茨　城,2.0,,田中　大我,奈　良,9-1,450円,(1),20240329,2R,武雄,9-1-2,"2,020円",(3),keirin_results_20240223_20240331.csv,2,84_20240329_02
Ｓ級選抜,G3,,84.0,1,1.0,捲り,木村　弘,青　森,5.0,マーク,田中　晴基,千　葉,9.0,,二藤　元太,静　岡,1-5,820円,(3),20240329,3R,武雄,1-5-9,"1,320円",(3),keirin_results_20240223_20240331.csv,3,84_20240329_03
Ｓ級選抜,G3,,84.0,1,5.0,捲り,青柳　靖起,佐　賀,1.0,差し,山口　貴弘,佐　賀,8.0,,中村　隆生,栃　木,5-1,270円,(1),20240329,4R,武雄,5-1-8,"5,640円",(11),keirin_results_20240223_20240331.csv,4,84_20240329_04
Ｓ級選抜,G3,,84.0,1,1.0,捲り,山賀　雅仁,千　葉,6.0,マーク,栗本　尚宗,千　葉,7.0,,佐々木翔一,佐　賀,1-6,400円,(1),20240329,5R,武雄,1-6-7,"2,310円",(6),keirin_results_20240223_20240331.csv,5,84_20240329_05
Ｓ級二次予選,G3,,84.0,1,3.0,差し,菅原　大也,神奈川,1.0,差し,三谷　将太,奈　良,7.0,,高久保雄介,京　都,3-1,"5,120円",(19),20240329,6R,武雄,3-1-7,"25,300円",(91),keirin_results_20240223_20240331.csv,6,84_20240329_06
Ｓ級二次予選,G3,,84.0,1,5.0,捲り,松岡　辰泰,熊　本,2.0,マーク,山口　敦也,佐　賀,1.0,,佐々木　龍,神奈川,5-2,900円,(3),20240329,7R,武雄,5-2-1,"1,850円",(4),keirin_results_20240223_20240331.csv,7,84_20240329_07
Ｓ級二次予選,G3,,84.0,1,2.0,逃げ,林　慶次郎,福　岡,5.0,差し,横山　尚則,茨　城,9.0,,中村　圭志,熊　本,2-5,"3,610円",(15),20240329,8R,武雄,2-5-9,"12,970円",(40),keirin_results_20240223_20240331.csv,8,84_20240329_08
Ｓ級二次予選,G3,,84.0,1,9.0,差し,小倉　竜二,徳　島,5.0,マーク,渡邉　雅也,静　岡,7.0,,朝倉　佳弘,東　京,9-5,"1,760円",(7),20240329,9R,武雄,9-5-7,"21,020円",(77),keirin_results_20240223_20240331.csv,9,84_20240329_09
Ｓ級二次予選,G3,,84.0,1,1.0,差し,浅井　康太,三　重,9.0,逃げ,纐纈　洸翔,愛　知,7.0,,森川　大輔,岐　阜,1-9,260円,(1),20240329,10R,武雄,1-9-7,460円,(1),keirin_results_20240223_20240331.csv,10,84_20240329_10
Ｓ級二次予選,G3,,84.0,1,5.0,逃げ,町田　太我,広　島,1.0,マーク,阿竹　智史,徳　島,9.0,,中釜　章成,大　阪,5-1,180円,(1),20240329,11R,武雄,5-1-9,600円,(1),keirin_results_20240223_20240331.csv,11,84_20240329_11
Ｓ級二次予選,G3,,84.0,1,1.0,差し,山田　庸平,佐　賀,3.0,マーク,伊藤　裕貴,三　重,7.0,,後藤　大輝,福　岡,1-3,900円,(3),20240329,12R,武雄,1-3-7,"2,400円",(7),keirin_results_20240223_20240331.csv,12,84_20240329_12
Ｓ級一般,G3,,84.0,1,7.0,差し,泉　慶輔,宮　城,3.0,差し,大屋　健司,広　島,2.0,,木村　佑来,宮　城,7-3,"3,170円",(13),20240330,1R,武雄,7-3-2,"12,980円",(43),keirin_results_20240223_20240331.csv,1,84_20240330_01
Ｓ級一般,G3,,84.0,1,5.0,差し,掛水　泰範,高　知,9.0,捲り,林　昌幸,愛　媛,3.0,,峰重祐之介,岡　山,5-9,340円,(1),20240330,2R,武雄,5-9-3,710円,(1),keirin_results_20240223_20240331.csv,2,84_20240330_02
Ｓ級一般,G3,,84.0,1,1.0,捲り,山本　修平,東　京,8.0,マーク,星野　辰也,栃　木,2.0,,西岡　拓朗,広　島,1-8,800円,(1),20240330,3R,武雄,1-8-2,"4,670円",(6),keirin_results_20240223_20240331.csv,3,84_20240330_03
Ｓ級選抜,G3,,84.0,1,5.0,捲り,森山　智徳,熊　本,2.0,マーク,山口　貴弘,佐　賀,1.0,,二藤　元太,静　岡,5-2,"1,710円",(4),20240330,4R,武雄,5-2-1,"14,770円",(48),keirin_results_20240223_20240331.csv,4,84_20240330_04
Ｓ級選抜,G3,,84.0,1,1.0,差し,兼本　将太,熊　本,4.0,捲り,小原　周祐,高　知,9.0,,棚橋　勉,岡　山,1-4,"8,970円",(26),20240330,5R,武雄,1-4-9,"30,410円",(75),keirin_results_20240223_20240331.csv,5,84_20240330_05
Ｓ級選抜,G3,,84.0,1,1.0,差し,内山　貴裕,京　都,9.0,逃げ,中井　俊亮,奈　良,6.0,,佐々木翔一,佐　賀,1-9,"1,030円",(3),20240330,6R,武雄,1-9-6,"5,760円",(17),keirin_results_20240223_20240331.csv,6,84_20240330_06
Ｓ級特選,G3,,84.0,1,9.0,差し,佐々木堅次,福　島,1.0,捲り,星野　洋輝,福　島,5.0,,立部　楓真,佐　賀,9-1,850円,(3),20240330,7R,武雄,9-1-5,"4,590円",(9),keirin_results_20240223_20240331.csv,7,84_20240330_07
Ｓ級特選,G3,,84.0,1,1.0,差し,青柳　靖起,佐　賀,7.0,差し,中田　雄喜,福　島,4.0,,鷲田　幸司,福　井,1-7,"2,010円",(6),20240330,8R,武雄,1-7-4,"21,880円",(80),keirin_results_20240223_20240331.csv,8,84_20240330_08
Ｓ級特選,G3,,84.0,1,5.0,差し,山賀　雅仁,千　葉,9.0,逃げ,高橋　晋也,福　島,2.0,,川口　直人,神奈川,5-9,390円,(1),20240330,9R,武雄,5-9-2,950円,(1),keirin_results_20240223_20240331.csv,9,84_20240330_09
Ｓ級準決勝,G3,,84.0,1,2.0,差し,菅田　壱道,宮　城,1.0,差し,浅井　康太,三　重,6.0,,仁藤　秀,静　岡,2-1,"1,560円",(5),20240330,10R,武雄,2-1-6,"34,580円",(100),keirin_results_20240223_20240331.csv,10,84_20240330_10
Ｓ級準決勝,G3,,84.0,1,1.0,差し,小倉　竜二,徳　島,7.0,逃げ,町田　太我,広　島,4.0,,菅原　大也,神奈川,1-7,390円,(2),20240330,11R,武雄,1-7-4,"4,020円",(12),keirin_results_20240223_20240331.csv,11,84_20240330_11
Ｓ級準決勝,G3,,84.0,1,5.0,差し,朝倉　佳弘,東　京,1.0,差し,山口　敦也,佐　賀,7.0,,山田　庸平,佐　賀,5-1,"48,960円",(54),20240330,12R,武雄,5-1-7,"368,000円",(329),keirin_results_20240223_20240331.csv,12,84_20240330_12
Ｓ級一般,G3,,84.0,1,5.0,差し,江守　昇,千　葉,9.0,逃げ,染谷　幸喜,千　葉,4.0,,寺沼　伊織,東　京,5-9,620円,(2),20240331,1R,武雄,5-9-4,"15,050円",(44),keirin_results_20240223_20240331.csv,1,84_20240331_01
Ｓ級一般,G3,,84.0,1,5.0,捲り,真船圭一郎,福　島,1.0,マーク,小橋　秀幸,青　森,7.0,,加倉　正義,福　岡,5-1,880円,(2),20240331,2R,武雄,5-1-7,"7,580円",(14),keirin_results_20240223_20240331.csv,2,84_20240331_02
Ｓ級一般,G3,,84.0,1,3.0,差し,太刀川一成,千　葉,5.0,差し,松尾　透,福　岡,4.0,,関根健太郎,神奈川,3-5,"2,250円",(6),20240331,3R,武雄,3-5-4,"25,240円",(54),keirin_results_20240223_20240331.csv,3,84_20240331_03
Ｓ級選抜,G3,,84.0,1,9.0,差し,山下　渡,茨　城,1.0,捲り,竹内　翼,広　島,2.0,,朝倉　智仁,茨　城,9-1,"4,140円",(17),20240331,4R,武雄,9-1-2,"12,860円",(52),keirin_results_20240223_20240331.csv,4,84_20240331_04
Ｓ級選抜,G3,,84.0,1,2.0,捲り,太田　竜馬,徳　島,4.0,マーク,掛水　泰範,高　知,9.0,,稲吉　悠大,福　岡,2-4,800円,(1),20240331,5R,武雄,2-4-9,"1,600円",(1),keirin_results_20240223_20240331.csv,5,84_20240331_05
Ｓ級選抜,G3,,84.0,1,2.0,差し,清水　一幸,徳　島,9.0,マーク,大屋　健司,広　島,5.0,,菊池　岳仁,長　野,2-9,"1,590円",(6),20240331,6R,武雄,2-9-5,"6,020円",(19),keirin_results_20240223_20240331.csv,6,84_20240331_06
Ｓ級特選,G3,,84.0,1,2.0,逃げ,後藤　大輝,福　岡,9.0,マーク,山口　貴弘,佐　賀,1.0,,三谷　将太,奈　良,2-9,770円,(2),20240331,7R,武雄,2-9-1,"3,100円",(4),keirin_results_20240223_20240331.csv,7,84_20240331_07
Ｓ級特選,G3,,84.0,1,1.0,捲り,阿竹　智史,徳　島,6.0,マーク,青井　賢治,徳　島,4.0,,森山　智徳,熊　本,1-6,"1,270円",(3),20240331,8R,武雄,1-6-4,"9,000円",(27),keirin_results_20240223_20240331.csv,8,84_20240331_08
Ｓ級特選,G3,,84.0,1,2.0,差し,松岡　辰泰,熊　本,9.0,マーク,松川　高大,熊　本,1.0,,嶋津　拓弥,神奈川,2-9,590円,(2),20240331,9R,武雄,2-9-1,"2,170円",(4),keirin_results_20240223_20240331.csv,9,84_20240331_09
Ｓ級特別優秀,G3,,84.0,1,5.0,捲り,高橋　晋也,福　島,9.0,マーク,中田　雄喜,福　島,7.0,,渡邉　雅也,静　岡,5-9,420円,(1),20240331,10R,武雄,5-9-7,"2,430円",(3),keirin_results_20240223_20240331.csv,10,84_20240331_10
Ｓ級特別優秀,G3,,84.0,1,1.0,差し,佐々木　龍,神奈川,4.0,差し,中釜　章成,大　阪,6.0,,川口　直人,神奈川,1-4,"3,550円",(14),20240331,11R,武雄,1-4-6,"28,690円",(100),keirin_results_20240223_20240331.csv,11,84_20240331_11
Ｓ級決勝,G3,,84.0,1,1.0,捲り,山田　庸平,佐　賀,5.0,差し,小倉　竜二,徳　島,9.0,,町田　太我,広　島,1-5,"2,250円",(11),20240331,12R,武雄,1-5-9,"5,650円",(11),keirin_results_20240223_20240331.csv,12,84_20240331_12
Ｌ級ガールズ予選（第１走）,F2,,85.0,5,1.0,捲り,吉岡　詩織,広　島,5.0,捲り,五味田奈穂,千　葉,2.0,,長澤　彩,福　岡,1-5,"1,030円",(5),20240101,1R,佐世保,1-5-2,"2,700円",(8),keirin_results_20240101_20240222.csv,1,85_20240101_01
Ｌ級ガールズ予選（第１走）,F2,,85.0,5,1.0,逃げ,飯田　風音,埼　玉,3.0,差し,高尾貴美歌,長　崎,6.0,,川嶋　百香,三　重,1-3,460円,(2),20240101,2R,佐世保,1-3-6,"5,350円",(16),keirin_results_20240101_20240222.csv,2,85_20240101_02
Ａ級特予選,F2,,85.0,5,4.0,逃げ,奥出　良,石　川,2.0,マーク,屋良　朝春,沖　縄,1.0,,宮司　周郎,愛　知,4-2,"1,400円",(6),20240101,3R,佐世保,4-2-1,"2,560円",(11),keirin_results_20240101_20240222.csv,3,85_20240101_03
Ａ級特予選,F2,,85.0,5,4.0,差し,吉成　貴博,熊　本,5.0,捲り,池田伍功羽,熊　本,3.0,,別所　英幸,福　岡,4-5,"2,280円",(9),20240101,4R,佐世保,4-5-3,"18,650円",(55),keirin_results_20240101_20240222.csv,4,85_20240101_04
Ａ級特予選,F2,,85.0,5,1.0,逃げ,日野　博幸,愛　媛,4.0,マーク,梶原　大地,福　岡,2.0,,阿部　兼士,福　岡,1-4,"1,310円",(4),20240101,5R,佐世保,1-4-2,"2,540円",(8),keirin_results_20240101_20240222.csv,5,85_20240101_05
Ａ級特予選,F2,,85.0,5,1.0,逃げ,青木　瑞樹,岡　山,4.0,マーク,南部　亮太,長　崎,7.0,,喜納　隆志,沖　縄,1-4,330円,(1),20240101,6R,佐世保,1-4-7,"1,370円",(2),keirin_results_20240101_20240222.csv,6,85_20240101_06
Ａ級初日特選,F2,,85.0,5,7.0,逃げ,勝部　貴博,福　岡,3.0,捲り,桶谷　明誉,広　島,2.0,,阪本　正和,長　崎,7-3,"12,250円",(36),20240101,7R,佐世保,7-3-2,"29,150円",(115),keirin_results_20240101_20240222.csv,7,85_20240101_07
Ｌ級ガールズ予選（第２走）,F2,,85.0,5,1.0,捲り,吉岡　詩織,広　島,3.0,マーク,高尾貴美歌,長　崎,5.0,,川嶋　百香,三　重,1-3,320円,(2),20240102,1R,佐世保,1-3-5,"1,460円",(5),keirin_results_20240101_20240222.csv,1,85_20240102_01
Ｌ級ガールズ予選（第２走）,F2,,85.0,5,1.0,捲り,飯田　風音,埼　玉,5.0,逃げ,五味田奈穂,千　葉,2.0,,長澤　彩,福　岡,1-5,550円,(2),20240102,2R,佐世保,1-5-2,"1,130円",(4),keirin_results_20240101_20240222.csv,2,85_20240102_02
Ａ級特一般,F2,,85.0,5,5.0,差し,奥出健士郎,福　井,4.0,逃げ,村瀬　大和,岐　阜,3.0,,細川　貴史,広　島,5-4,180円,(1),20240102,3R,佐世保,5-4-3,360円,(1),keirin_results_20240101_20240222.csv,3,85_20240102_03
Ａ級特一般,F2,,85.0,5,1.0,捲り,西本　直大,大　阪,2.0,マーク,金山　栄治,滋　賀,3.0,,水本　博行,岡　山,1-2,190円,(1),20240102,4R,佐世保,1-2-3,400円,(1),keirin_results_20240101_20240222.csv,4,85_20240102_04
Ａ級準決勝,F2,,85.0,5,1.0,差し,笹倉　慎也,富　山,2.0,差し,野村　典嗣,愛　媛,4.0,,日野　博幸,愛　媛,1-2,"1,360円",(4),20240102,5R,佐世保,1-2-4,"4,600円",(10),keirin_results_20240101_20240222.csv,5,85_20240102_05
Ａ級準決勝,F2,,85.0,5,3.0,捲り,青木　瑞樹,岡　山,1.0,マーク,桶谷　明誉,広　島,2.0,,伊藤　成紀,大　阪,3-1,390円,(1),20240102,6R,佐世保,3-1-2,680円,(1),keirin_results_20240101_20240222.csv,6,85_20240102_06
Ａ級準決勝,F2,,85.0,5,1.0,差し,阪本　正和,長　崎,2.0,逃げ,勝部　貴博,福　岡,4.0,,谷本　奨輝,富　山,1-2,420円,(2),20240102,7R,佐世保,1-2-4,"2,310円",(7),keirin_results_20240101_20240222.csv,7,85_20240102_07
Ｌ級ガールズ一般,F2,,85.0,5,6.0,差し,小林真矢香,石　川,1.0,捲り,松井　優佳,大　阪,4.0,,田中　月菜,佐　賀,6-1,"9,600円",(18),20240103,1R,佐世保,6-1-4,"49,400円",(76),keirin_results_20240101_20240222.csv,1,85_20240103_01
Ａ級特一般,F2,,85.0,5,3.0,逃げ,村瀬　大和,岐　阜,2.0,マーク,照屋　将貴,沖　縄,5.0,,喜納　隆志,沖　縄,3-2,200円,(1),20240103,2R,佐世保,3-2-5,410円,(1),keirin_results_20240101_20240222.csv,2,85_20240103_02
Ａ級特一般,F2,,85.0,5,6.0,逃げ,前田　義和,鹿児島,1.0,マーク,阿部　兼士,福　岡,2.0,,松永　真太,福　岡,6-1,"2,610円",(8),20240103,3R,佐世保,6-1-2,"5,040円",(20),keirin_results_20240101_20240222.csv,3,85_20240103_03
Ａ級特選,F2,,85.0,5,1.0,捲り,西本　直大,大　阪,7.0,マーク,奥出健士郎,福　井,4.0,,奥出　良,石　川,1-7,420円,(2),20240103,4R,佐世保,1-7-4,"2,060円",(5),keirin_results_20240101_20240222.csv,4,85_20240103_04
Ａ級特選,F2,,85.0,5,6.0,差し,別所　英幸,福　岡,7.0,捲り,池田伍功羽,熊　本,3.0,,鳥越　靖弘,愛　知,6-7,"4,900円",(15),20240103,5R,佐世保,6-7-3,"20,890円",(58),keirin_results_20240101_20240222.csv,5,85_20240103_05
Ｌ級ガールズ決勝,F2,,85.0,5,1.0,捲り,飯田　風音,埼　玉,4.0,マーク,高尾貴美歌,長　崎,5.0,,永塚　祐子,神奈川,1-4,730円,(3),20240103,6R,佐世保,1-4-5,"7,030円",(20),keirin_results_20240101_20240222.csv,6,85_20240103_06
Ａ級決勝,F2,,85.0,5,3.0,差し,桶谷　明誉,広　島,7.0,逃げ,青木　瑞樹,岡　山,5.0,,野村　典嗣,愛　媛,3-7,960円,(3),20240103,7R,佐世保,3-7-5,"2,180円",(2),keirin_results_20240101_20240222.csv,7,85_20240103_07
Ａ級予選,F1,,85.0,3,3.0,捲り,増田　仁,広　島,1.0,差し,中島　将尊,群　馬,7.0,,山崎　岳志,佐　賀,3-1,"3,680円",(12),20240118,1R,佐世保,3-1-7,"22,610円",(63),keirin_results_20240101_20240222.csv,1,85_20240118_01
Ａ級予選,F1,,85.0,3,3.0,差し,飯尾　主税,静　岡,5.0,差し,島村　匠,福　岡,6.0,,大槇　大介,岡　山,3-5,"2,390円",(9),20240118,2R,佐世保,3-5-6,"14,580円",(39),keirin_results_20240101_20240222.csv,2,85_20240118_02
Ａ級予選,F1,,85.0,3,3.0,差し,山信田　学,埼　玉,4.0,逃げ,近藤　圭佑,埼　玉,7.0,,近藤　誠二,香　川,3-4,480円,(1),20240118,3R,佐世保,3-4-7,"1,860円",(5),keirin_results_20240101_20240222.csv,3,85_20240118_03
Ａ級予選,F1,,85.0,3,1.0,差し,三木　健治,沖　縄,4.0,逃げ,甲斐　俊祐,大　分,7.0,,田原　宥明,北海道,1-4,660円,(2),20240118,4R,佐世保,1-4-7,"3,940円",(12),keirin_results_20240101_20240222.csv,4,85_20240118_04
Ａ級初日特選,F1,,85.0,3,7.0,差し,台　和紀,埼　玉,3.0,逃げ,磯川　勝裕,東　京,1.0,,伊豆田浩人,神奈川,7-3,"1,770円",(9),20240118,5R,佐世保,7-3-1,"2,780円",(3),keirin_results_20240101_20240222.csv,5,85_20240118_05
